24,13,8,30,20,1,"(12,)",1,"(12,)",1,[12],1.784825086593628,1.296861171722412,True,True,-0.006906913118644426,-0.006826948342778173,[0.15701500226725607],[0.1636425341605837],3,uniform,uniform,log_reg,cancer
31,12,13,210,270,1,"(31,)",1,"(31,)",1,[31],2.4766805171966553,1.1904911994934082,True,True,-0.008107581897056137,-0.00663604473309967,[0.06263129124996508],[0.06472225454243845],3,uniform,uniform,log_reg,cancer
42,31,31,130,50,1,"(16,)",1,"(16,)",1,[30],1.902127742767334,1.3774783611297607,True,True,-0.005982419072826553,-0.018047076378267697,[0.012183166778898835],[0.011686660748123336],3,uniform,uniform,log_reg,cancer
50,47,45,240,20,1,"(16,)",1,"(16,)",1,[30],3.2895119190216064,1.011592149734497,True,True,-0.0003628616660520216,-0.012027300407971115,[0.006409405715148914],[0.00639137969508659],3,uniform,uniform,log_reg,cancer
48,20,16,70,40,1,"(0,)",1,"(0,)",1,[27],2.472490072250366,1.2654037475585938,True,True,-0.0001915953701391267,-0.003266293045283644,[0.039394797267667786],[0.03725380742568076],3,uniform,uniform,log_reg,cancer
48,35,41,220,30,1,"(7,)",1,"(7,)",1,[30],3.3814537525177,1.406458854675293,True,True,-0.0035940507976202313,-0.01972185322784717,[0.01055951158572054],[0.010275329952366423],3,uniform,uniform,log_reg,cancer
43,15,12,100,140,1,"(30,)",1,"(30,)",1,[30],1.7621290683746338,2.387155294418335,True,True,-0.014780760625391938,-0.016290061176966693,[0.05520780401018976],[0.05489220607320662],3,uniform,uniform,log_reg,cancer
47,37,39,240,20,1,"(30,)",1,"(30,)",1,[30],2.5984370708465576,0.9646503925323486,True,True,-0.01466266692264201,-0.015009946521869355,[0.02758545268116646],[0.027080492232882936],3,uniform,uniform,log_reg,cancer
49,47,41,510,110,1,"(30,)",1,"(30,)",1,[30],3.9227821826934814,1.8294556140899658,True,True,-0.0029524736095243014,-0.003178251271606468,[0.016924261996276467],[0.016848896466209823],3,uniform,uniform,log_reg,cancer
37,14,19,50,20,1,"(20,)",1,"(20,)",1,[35],1.5633466243743896,2.2739920616149902,True,True,-0.0006943398071685037,-0.04105935125063849,[0.002328891075317223],[0.002838672672906266],3,uniform,uniform,log_reg,cancer
43,8,3,520,50,2,"(46, 40)",2,"(46, 40)",2,"[40, 33]",5.5059051513671875,2.2041523456573486,True,True,-0.014661153395928824,-0.048353861040046284,[0.08174916774437727],[0.08226691649338964],3,uniform,uniform,log_reg,cancer
31,19,5,90,1240,2,"(27, 16)",1,"(27,)",2,"[46, 27]",4.6369240283966064,5.173004627227783,False,True,0.008199387389078213,-0.12373426848961758,[0.1503380826787453],[0.1499786787999471],3,uniform,uniform,log_reg,cancer
43,30,14,1510,50,2,"(6, 30)",2,"(6, 30)",2,"[30, 16]",9.122308254241943,1.1082229614257812,True,True,-0.0011716373555465342,-0.018101387618838786,[0.05247616857325923],[0.05299569857651349],3,uniform,uniform,log_reg,cancer
46,30,30,100,40,1,"(32,)",1,"(32,)",1,[30],2.5008463859558105,2.6636481285095215,True,True,-0.0075317386906721,-0.01806302337565732,[0.00042864847567649885],[0.0004590962861266416],3,uniform,uniform,log_reg,cancer
45,35,19,3700,440,2,"(0, 30)",2,"(0, 30)",2,"[30, 10]",21.346842527389526,1.7229115962982178,True,True,-0.011028630354848095,-0.02933678709123066,[0.06350389732360583],[0.0627594009332763],3,uniform,uniform,log_reg,cancer
48,15,1,3940,650,2,"(13, 23)",2,"(13, 23)",2,"[10, 23]",20.751864671707153,4.367088079452515,True,True,-0.024390761044144192,-0.003779638345484569,[9.106291349784252],[7.674749556825889],3,uniform,uniform,log_reg,cancer
45,40,29,4970,110,2,"(6, 3)",2,"(6, 3)",2,"[3, 10]",28.31150460243225,1.893580436706543,True,True,-0.002776003116415814,-0.02215393304316267,[0.030736111277859156],[0.03041163546324154],3,uniform,uniform,log_reg,cancer
48,41,34,5320,200,2,"(12, 30)",2,"(12, 30)",2,"[30, 10]",29.810593366622925,2.3371787071228027,True,True,-0.004407056150001401,-0.0228982780436812,[0.0344263638762946],[0.03517306099736963],3,uniform,uniform,log_reg,cancer
41,22,14,6330,850,2,"(3, 30)",2,"(3, 30)",2,"[30, 3]",35.64761161804199,2.8830742835998535,True,True,-0.018308226988836628,-0.018012440741388247,[0.06661755759942874],[0.06664351246909815],3,uniform,uniform,log_reg,cancer
36,25,19,7840,90,2,"(3, 30)",2,"(3, 30)",2,"[3, 30]",40.872106313705444,1.602825403213501,True,True,-0.009027794756458781,-0.008171335705262744,[0.1548665275855354],[0.15685923605200336],3,uniform,uniform,log_reg,cancer
39,33,12,11600,120,2,"(10, 30)",2,"(10, 30)",2,"[30, 10]",62.185054302215576,2.3618717193603516,True,True,-0.017791349237483857,-0.018311411726669606,[0.10459299418855263],[0.11276824734434163],3,uniform,uniform,log_reg,cancer
50,49,38,11910,670,2,"(23, 30)",2,"(23, 30)",2,"[30, 10]",66.46341013908386,2.203674554824829,True,True,-0.005794614315099224,-0.012952519381281396,[0.02850268147526027],[0.027869138023546073],3,uniform,uniform,log_reg,cancer
49,41,33,13430,130,2,"(0, 30)",2,"(0, 30)",2,"[30, 3]",73.33674454689026,1.8785288333892822,True,True,-0.002154584685095389,-0.011031207712386132,[0.03449751443303596],[0.033029685479354656],3,uniform,uniform,log_reg,cancer
46,25,8,17100,90,3,"(37, 14, 30)",3,"(37, 14, 30)",3,"[30, 38, 3]",87.70217370986938,1.3528783321380615,True,True,-0.001808525166610374,-0.025639857004830874,[0.06073734964554424],[0.06231126443122157],3,uniform,uniform,log_reg,cancer
43,31,19,19530,3060,2,"(30, 3)",2,"(30, 3)",3,"[30, 7, 16]",103.8427484035492,17.38529658317566,True,True,-0.003188072780921048,-0.013927569992431641,[0.0505613238224583],[0.050768011489962434],3,uniform,uniform,log_reg,cancer
44,16,3,24860,1280,3,"(12, 31, 38)",3,"(12, 31, 38)",3,"[12, 31, 38]",126.90754270553589,3.2066478729248047,True,False,-0.002008331442932806,0.0005046694127872397,[0.17359735588857694],[0.16115235243117015],3,uniform,uniform,log_reg,cancer
49,45,30,23230,550,2,"(30, 10)",2,"(30, 10)",2,"[30, 10]",126.54676365852356,1.5878362655639648,True,True,-0.009943050509817556,-0.009783286373600706,[0.06874519305375226],[0.06946157441548353],3,uniform,uniform,log_reg,cancer
46,42,27,24610,220,2,"(30, 10)",2,"(30, 10)",2,"[30, 10]",134.7925844192505,4.013556003570557,True,True,-0.0017222682118594166,-0.0008650352350333013,[0.036674545914310845],[0.036935253286676954],3,uniform,uniform,log_reg,cancer
42,28,14,33750,180,3,"(23, 10, 30)",3,"(23, 10, 30)",4,"[7, 38, 23, 30]",173.44542574882507,2.015378475189209,True,True,-0.006124677400993754,-0.0399229116380286,[0.13254314719475774],[0.13377276039819552],3,uniform,uniform,log_reg,cancer
48,35,14,42310,100,3,"(49, 3, 30)",3,"(49, 3, 30)",3,"[30, 23, 14]",228.62445425987244,1.7249839305877686,True,True,-0.0014049136964033218,-0.013753446379954149,[0.06237772421148693],[0.06734546305275596],3,uniform,uniform,log_reg,cancer
50,49,25,79710,2330,3,"(13, 10, 30)",3,"(13, 10, 30)",3,"[30, 10, 23]",404.8568389415741,3.4179368019104004,True,True,-0.0008677110411522166,-0.010582104940725316,[0.04491420876171952],[0.04461127650662675],3,uniform,uniform,log_reg,cancer
46,37,18,117640,170,3,"(15, 30, 35)",3,"(15, 30, 35)",3,"[30, 35, 3]",605.4991114139557,1.7916159629821777,True,True,-0.003690005733661572,-0.03175064769511994,[0.12431776447448112],[0.13391917651383642],3,uniform,uniform,log_reg,cancer
24,23,2,131280,530,4,"(23, 30, 37, 3)",4,"(23, 30, 11, 3)",9,"[1, 35, 15, 37, 24, 3, 34, 11, 30]",683.9939212799072,4.3719048500061035,False,True,0.006155315501487653,-0.1228327130502546,[0.26358437750587904],[0.2650405637749683],3,uniform,uniform,log_reg,cancer
43,38,13,124500,420,3,"(16, 30, 7)",3,"(16, 3, 30)",3,"[7, 30, 3]",666.4816806316376,2.6209070682525635,False,True,0.0021881173308641645,-0.01191647685446985,[0.0825909299279375],[0.08311828185495321],3,uniform,uniform,log_reg,cancer
49,49,25,278320,4890,4,"(46, 3, 10, 30)",3,"(3, 10, 30)",3,"[30, 10, 3]",1414.815803527832,2.8257761001586914,False,False,0.0011128723887015325,0.0008361204236612824,[0.05312812664678862],[0.05397612040748733],3,uniform,uniform,log_reg,cancer
47,44,22,322300,160,4,"(3, 11, 30, 10)",4,"(3, 11, 30, 10)",4,"[30, 10, 3, 5]",1679.496955871582,1.738351583480835,True,True,-0.0005762077404767474,-0.010368398325368431,[0.0753381762239136],[0.07543785670898026],3,uniform,uniform,log_reg,cancer
43,30,10,361980,470,4,"(2, 7, 10, 30)",4,"(2, 15, 10, 30)",5,"[30, 10, 23, 27, 7]",1811.8716099262238,3.6562116146087646,False,True,0.0007859210561524156,-0.03564779787926274,[0.10716537161539083],[0.1083967073432403],3,uniform,uniform,log_reg,cancer
48,43,8,588570,175100,4,"(14, 35, 27, 30)",4,"(14, 35, 27, 30)",4,"[23, 3, 38, 30]",2796.4755918979645,219.06424570083618,True,True,-0.0006001824706090042,-0.01714696257121175,[0.2732369724706816],[0.26999408689349313],3,uniform,uniform,log_reg,cancer
50,49,22,777290,170,3,"(38, 10, 30)",3,"(38, 10, 30)",3,"[30, 10, 23]",3948.1057946681976,1.9323759078979492,True,True,-0.00016331257643871334,-0.004207541485158143,[0.07106357423078284],[0.06834132715424492],3,uniform,uniform,log_reg,cancer
